Zip,City,State,Latitude,Longitude,geopoint,Demand,DC_Candidate
92867,Orange,CA,33.811566,-117.82919,"33.811566,-117.82919",6421,0
77566,Lake Jackson,TX,29.036879,-95.44103,"29.036879,-95.44103",5971,0
65065,Osage Beach,MO,38.130807,-92.66935,"38.130807,-92.66935",6897,0
30642,Greensboro,GA,33.547041,-83.19797,"33.547041,-83.19797",4439,0
68521,Lincoln,NE,40.855645,-96.71298,"40.855645,-96.71298",7087,0
43082,Westerville,OH,40.14852,-82.91278,"40.14852,-82.91278",4131,0
22980,Waynesboro,VA,38.076547,-78.89839,"38.076547,-78.89839",5130,0
76308,Wichita Falls,TX,33.859798,-98.54064,"33.859798,-98.54064",6520,0
73013,Edmond,OK,35.623805,-97.47909,"35.623805,-97.47909",4213,0
54401,Wausau,WI,44.958382,-89.6693,"44.958382,-89.6693",7356,0
79606,Abilene,TX,32.360362,-99.79886,"32.360362,-99.79886",7898,0
86301,Prescott,AZ,34.589477,-112.44726,"34.589477,-112.44726",7797,1
37027,Brentwood,TN,36.007373,-86.79121,"36.007373,-86.79121",5614,0
45255,Cincinnati,OH,39.066112,-84.32227,"39.066112,-84.32227",6927,0
33870,Sebring,FL,27.483817,-81.42131,"27.483817,-81.42131",4833,0
46375,Schererville,IN,41.492085,-87.4519,"41.492085,-87.4519",4844,0
60007,Elk Grove Village,IL,42.005978,-87.99847,"42.005978,-87.99847",5291,0
27523,Eagle Rock,NC,35.797692,-78.625265,"35.797692,-78.625265",5305,0
70403,Hammond,LA,30.484785,-90.4762,"30.484785,-90.4762",5383,0
92843,Garden Grove,CA,33.763033,-117.9355,"33.763033,-117.9355",5803,0
63144,Saint Louis,MO,38.619152,-90.34964,"38.619152,-90.34964",4858,0
50021,Ankeny,IA,41.725288,-93.60475,"41.725288,-93.60475",4749,0
89147,Las Vegas,NV,36.113059,-115.27343,"36.113059,-115.27343",5442,0
07512,Totowa,NJ,40.903348,-74.21763,"40.903348,-74.21763",5921,0
29803,Aiken,SC,33.486049,-81.70946,"33.486049,-81.70946",7070,0
19711,Newark,DE,39.700561,-75.7431,"39.700561,-75.7431",4656,1
22401,Fredericksburg,VA,38.301829,-77.47077,"38.301829,-77.47077",7329,0
46256,Indianapolis,IN,39.907838,-86.01405,"39.907838,-86.01405",6576,0
66217,Shawnee Mission,KS,39.021629,-94.78107,"39.021629,-94.78107",6593,0
60041,Ingleside,IL,42.372721,-88.15303,"42.372721,-88.15303",7105,0
80016,Aurora,CO,39.595115,-104.7485,"39.595115,-104.7485",7244,0
30135,Douglasville,GA,33.701554,-84.73756,"33.701554,-84.73756",5510,0
43231,Columbus,OH,40.076042,-82.94064,"40.076042,-82.94064",4808,0
32225,Jacksonville,FL,30.348585,-81.49965,"30.348585,-81.49965",6376,0
21014,Bel Air,MD,39.536057,-76.34957,"39.536057,-76.34957",6253,0
44241,Streetsboro,OH,41.249405,-81.34404,"41.249405,-81.34404",5130,0
49735,Gaylord,MI,44.989608,-84.67492,"44.989608,-84.67492",4595,0
72903,Fort Smith,AR,35.357041,-94.36914,"35.357041,-94.36914",4754,0
91755,Monterey Park,CA,34.05471,-118.11823,"34.05471,-118.11823",5440,0
89103,Las Vegas,NV,36.113211,-115.21849,"36.113211,-115.21849",4919,0
93727,Fresno,CA,36.753177,-119.69703,"36.753177,-119.69703",4324,0
01201,Pittsfield,MA,42.45384,-73.254,"42.45384,-73.254",5439,0
33909,Cape Coral,FL,26.687462,-81.94968,"26.687462,-81.94968",4662,0
30066,Marietta,GA,34.027533,-84.51475,"34.027533,-84.51475",7136,0
97216,Portland,OR,45.515674,-122.56087,"45.515674,-122.56087",7813,0
21220,Middle River,MD,39.337798,-76.41533,"39.337798,-76.41533",7359,0
64137,Kansas City,MO,38.929356,-94.53932,"38.929356,-94.53932",4079,0
30907,Augusta,GA,33.512541,-82.09491,"33.512541,-82.09491",4083,0
54311,Green Bay,WI,44.485243,-87.92232,"44.485243,-87.92232",6831,0
00728,Ponce,PR,18.013353,-66.65218,"18.013353,-66.65218",6867,0
35173,Trussville,AL,33.623485,-86.58546,"33.623485,-86.58546",7577,0
20018,Washington,DC,38.928761,-76.97523,"38.928761,-76.97523",7468,1
02771,Seekonk,MA,41.84345,-71.32343,"41.84345,-71.32343",6733,0
08731,Forked River,NJ,39.848035,-74.21297,"39.848035,-74.21297",5034,0
06082,Enfield,CT,41.987238,-72.56365,"41.987238,-72.56365",5524,0
11722,Central Islip,NY,40.784874,-73.19924,"40.784874,-73.19924",5641,0
43065,Powell,OH,40.155515,-83.08415,"40.155515,-83.08415",4848,0
02302,Brockton,MA,42.08715,-71.00222,"42.08715,-71.00222",7142,0
94588,Pleasanton,CA,37.68973,-121.89244,"37.68973,-121.89244",6069,0
33071,Pompano Beach,FL,26.242559,-80.26564,"26.242559,-80.26564",7806,0
48843,Howell,MI,42.612243,-83.91835,"42.612243,-83.91835",5731,0
33040,Key West,FL,24.567593,-81.7566,"24.567593,-81.7566",5360,0
94541,Hayward,CA,37.674431,-122.08883,"37.674431,-122.08883",5344,0
95037,Morgan Hill,CA,37.137595,-121.66211,"37.137595,-121.66211",5153,0
06010,Bristol,CT,41.682249,-72.93365,"41.682249,-72.93365",5842,1
91367,Woodland Hills,CA,34.176238,-118.61992,"34.176238,-118.61992",6912,0
38654,Olive Branch,MS,34.954106,-89.83743,"34.954106,-89.83743",4363,0
08360,Vineland,NJ,39.492265,-75.01887,"39.492265,-75.01887",5019,0
35124,Pelham,AL,33.317471,-86.78726,"33.317471,-86.78726",4466,0
46818,Fort Wayne,IN,41.148298,-85.22159,"41.148298,-85.22159",6386,0
77511,Alvin,TX,29.41148,-95.24475,"29.41148,-95.24475",4697,0
75503,Texarkana,TX,33.476844,-94.09637,"33.476844,-94.09637",7478,0
28625,Statesville,NC,35.840579,-80.87988,"35.840579,-80.87988",7855,0
11725,Commack,NY,40.841522,-73.28001,"40.841522,-73.28001",4911,0
08096,Woodbury,NJ,39.830313,-75.13221,"39.830313,-75.13221",7612,0
35125,Pell City,AL,33.606663,-86.28912,"33.606663,-86.28912",7399,1
70501,Lafayette,LA,30.2334,-92.00959,"30.2334,-92.00959",5307,0
10303,Staten Island,NY,40.629448,-74.16239,"40.629448,-74.16239",6264,0
32256,Jacksonville,FL,30.206922,-81.54604,"30.206922,-81.54604",4313,0
75209,Dallas,TX,32.845978,-96.82552,"32.845978,-96.82552",6874,0
92117,San Diego,CA,32.823865,-117.19966,"32.823865,-117.19966",6264,1
56001,Mankato,MN,44.15644,-93.99388,"44.15644,-93.99388",5996,0
05701,Rutland,VT,43.617302,-72.96325,"43.617302,-72.96325",6317,1
34109,Naples,FL,26.240637,-81.76663,"26.240637,-81.76663",5938,0
97322,Albany,OR,44.62205,-123.061329,"44.62205,-123.061329",4078,1
92069,San Marcos,CA,33.144908,-117.17128,"33.144908,-117.17128",5812,0
03063,Nashua,NH,42.770738,-71.51047,"42.770738,-71.51047",5607,0
33162,Miami,FL,25.929571,-80.17839,"25.929571,-80.17839",5719,0
04901,Waterville,ME,44.554965,-69.61297,"44.554965,-69.61297",7372,0
28105,Matthews,NC,35.116851,-80.7164,"35.116851,-80.7164",6283,0
60202,Evanston,IL,42.030327,-87.68828,"42.030327,-87.68828",7317,0
89104,Las Vegas,NV,36.151108,-115.10857,"36.151108,-115.10857",7163,0
84601,Provo,UT,40.230954,-111.68006,"40.230954,-111.68006",6092,1
78640,Kyle,TX,29.996916,-97.84756,"29.996916,-97.84756",7855,0
17601,Lancaster,PA,40.072246,-76.3155,"40.072246,-76.3155",6045,0
33444,Delray Beach,FL,26.460951,-80.07891,"26.460951,-80.07891",5623,0
29577,Myrtle Beach,SC,33.698101,-78.89604,"33.698101,-78.89604",5995,0
19030,Fairless Hills,PA,40.175504,-74.84611,"40.175504,-74.84611",5613,0
95603,Auburn,CA,38.909605,-121.07971,"38.909605,-121.07971",4510,0
80601,Brighton,CO,39.973251,-104.82407,"39.973251,-104.82407",7485,0
75022,Flower Mound,TX,33.024778,-97.10206,"33.024778,-97.10206",5631,0
45036,Lebanon,OH,39.440152,-84.22175,"39.440152,-84.22175",4110,0
48071,Madison Heights,MI,42.501385,-83.10474,"42.501385,-83.10474",7794,0
44024,Chardon,OH,41.574171,-81.19473,"41.574171,-81.19473",7716,0
33981,Port Charlotte,FL,26.922089,-82.23092,"26.922089,-82.23092",4540,0
45150,Milford,OH,39.168818,-84.24995,"39.168818,-84.24995",5729,0
77840,College Station,TX,30.614647,-96.32641,"30.614647,-96.32641",6097,0
37355,Manchester,TN,35.500068,-86.08414,"35.500068,-86.08414",4945,0
80129,Littleton,CO,39.539556,-105.009739,"39.539556,-105.009739",6391,1
84341,Logan,UT,41.780998,-111.80904,"41.780998,-111.80904",7641,0
11354,Flushing,NY,40.767969,-73.82496,"40.767969,-73.82496",7792,0
92110,San Diego,CA,32.766482,-117.20077,"32.766482,-117.20077",7113,0
90731,San Pedro,CA,33.732368,-118.28905,"33.732368,-118.28905",5498,0
90755,Long Beach,CA,33.801783,-118.168691,"33.801783,-118.168691",5776,0
35757,Madison,AL,34.776638,-86.75164,"34.776638,-86.75164",5218,0
87123,Albuquerque,NM,35.067447,-106.50645,"35.067447,-106.50645",6991,0
60103,Bartlett,IL,41.977477,-88.17257,"41.977477,-88.17257",6321,0
37660,Kingsport,TN,36.547133,-82.55408,"36.547133,-82.55408",7092,0
33135,Miami,FL,25.766577,-80.23576,"25.766577,-80.23576",6726,0
48180,Taylor,MI,42.231788,-83.26481,"42.231788,-83.26481",5344,0
30097,Duluth,GA,34.020621,-84.14294,"34.020621,-84.14294",7718,0
80524,Fort Collins,CO,40.606962,-105.05106,"40.606962,-105.05106",4236,0
03867,Rochester,NH,43.304163,-70.99816,"43.304163,-70.99816",4662,1
28217,Charlotte,NC,35.172319,-80.89731,"35.172319,-80.89731",6127,0
72211,Little Rock,AR,34.749723,-92.41345,"34.749723,-92.41345",6122,0
06037,Kensington,CT,41.619048,-72.76734,"41.619048,-72.76734",5186,0
31707,Albany,GA,31.568073,-84.22644,"31.568073,-84.22644",7752,0
32259,Jacksonville,FL,30.092346,-81.60274,"30.092346,-81.60274",6726,0
20110,Manassas,VA,38.752269,-77.47694,"38.752269,-77.47694",7062,0
08822,Flemington,NJ,40.515645,-74.85319,"40.515645,-74.85319",5685,0
60194,Schaumburg,IL,42.037108,-88.10719,"42.037108,-88.10719",7874,0
02149,Everett,MA,42.409916,-71.0522,"42.409916,-71.0522",4373,0
85365,Yuma,AZ,32.700018,-114.52671,"32.700018,-114.52671",7232,0
48390,Walled Lake,MI,42.549483,-83.47969,"42.549483,-83.47969",6474,0
93637,Madera,CA,36.914819,-120.15817,"36.914819,-120.15817",5407,0
95219,Stockton,CA,38.004922,-121.40022,"38.004922,-121.40022",7372,0
22304,Alexandria,VA,38.813013,-77.11667,"38.813013,-77.11667",4611,0
92223,Beaumont,CA,33.945265,-116.9759,"33.945265,-116.9759",5833,0
63901,Poplar Bluff,MO,36.759357,-90.41689,"36.759357,-90.41689",6809,0
93405,San Luis Obispo,CA,35.277189,-120.70305,"35.277189,-120.70305",6919,0
31601,Valdosta,GA,30.807279,-83.28661,"30.807279,-83.28661",7995,0
33144,Miami,FL,25.76226,-80.30839,"25.76226,-80.30839",5787,0
46143,Greenwood,IN,39.601649,-86.12734,"39.601649,-86.12734",6352,0
80501,Longmont,CO,40.171484,-105.10033,"40.171484,-105.10033",5407,0
49684,Traverse City,MI,44.74136,-85.67316,"44.74136,-85.67316",5674,0
32837,Orlando,FL,28.385906,-81.41182,"28.385906,-81.41182",5348,0
01540,Oxford,MA,42.117527,-71.8657,"42.117527,-71.8657",5297,0
92128,San Diego,CA,32.998855,-117.07054,"32.998855,-117.07054",6819,0
94587,Union City,CA,37.592184,-122.04577,"37.592184,-122.04577",7685,0
38305,Jackson,TN,35.693101,-88.80653,"35.693101,-88.80653",5630,0
32250,Jacksonville Beach,FL,30.284641,-81.39844,"30.284641,-81.39844",4471,0
50266,West Des Moines,IA,41.581181,-93.78287,"41.581181,-93.78287",6333,0
63010,Arnold,MO,38.42727,-90.38515,"38.42727,-90.38515",4614,0
87402,Farmington,NM,36.785816,-108.14505,"36.785816,-108.14505",5659,0
35404,Tuscaloosa,AL,33.217168,-87.49461,"33.217168,-87.49461",7230,0
33781,Pinellas Park,FL,27.839802,-82.71094,"27.839802,-82.71094",5227,0
92683,Westminster,CA,33.751418,-117.99392,"33.751418,-117.99392",4450,0
60540,Naperville,IL,41.764779,-88.14579,"41.764779,-88.14579",7549,0
91730,Rancho Cucamonga,CA,34.104555,-117.58734,"34.104555,-117.58734",7388,0
06473,North Haven,CT,41.378447,-72.85897,"41.378447,-72.85897",6695,0
08691,Trenton,NJ,40.207034,-74.59364,"40.207034,-74.59364",6739,0
70815,Baton Rouge,LA,30.45514,-91.06358,"30.45514,-91.06358",6292,0
32828,Orlando,FL,28.542132,-81.18404,"28.542132,-81.18404",6633,0
53051,Menomonee Falls,WI,43.151183,-88.11034,"43.151183,-88.11034",7543,0
60430,Homewood,IL,41.556734,-87.66464,"41.556734,-87.66464",5984,0
75605,Longview,TX,32.557684,-94.74353,"32.557684,-94.74353",6032,0
75701,Tyler,TX,32.325214,-95.29467,"32.325214,-95.29467",4401,0
85210,Mesa,AZ,33.391233,-111.84129,"33.391233,-111.84129",5704,0
30078,Snellville,GA,33.860955,-84.01807,"33.860955,-84.01807",4243,0
35501,Jasper,AL,33.828412,-87.27632,"33.828412,-87.27632",6581,0
92551,Moreno Valley,CA,33.889035,-117.22046,"33.889035,-117.22046",5630,0
95351,Modesto,CA,37.626067,-120.99955,"37.626067,-120.99955",5946,0
10805,New Rochelle,NY,40.897783,-73.77933,"40.897783,-73.77933",7215,0
92071,Santee,CA,32.84681,-116.98983,"32.84681,-116.98983",6800,0
35150,Sylacauga,AL,33.185782,-86.25105,"33.185782,-86.25105",5809,0
28277,Charlotte,NC,35.054546,-80.81792,"35.054546,-80.81792",6314,0
76134,Fort Worth,TX,32.649855,-97.33358,"32.649855,-97.33358",5681,0
19355,Malvern,PA,40.042957,-75.53221,"40.042957,-75.53221",6179,0
23502,Norfolk,VA,36.855247,-76.21233,"36.855247,-76.21233",7047,0
08002,Cherry Hill,NJ,39.932279,-75.02266,"39.932279,-75.02266",7657,0
67601,Hays,KS,38.881082,-99.32559,"38.881082,-99.32559",4797,0
78411,Corpus Christi,TX,27.733058,-97.38542,"27.733058,-97.38542",7267,0
19342,Glen Mills,PA,39.897677,-75.50109,"39.897677,-75.50109",6503,0
92270,Rancho Mirage,CA,33.762944,-116.42249,"33.762944,-116.42249",4464,0
78599,Weslaco,TX,26.409709,-98.224206,"26.409709,-98.224206",6274,0
84121,Salt Lake City,UT,40.625621,-111.8158,"40.625621,-111.8158",7716,0
89521,Reno,NV,39.395387,-119.72735,"39.395387,-119.72735",4445,0
60560,Yorkville,IL,41.631342,-88.43996,"41.631342,-88.43996",5882,0
60060,Mundelein,IL,42.263623,-88.01172,"42.263623,-88.01172",5124,0
48604,Saginaw,MI,43.473075,-83.94479,"43.473075,-83.94479",6182,0
14870,Painted Post,NY,42.173481,-77.11844,"42.173481,-77.11844",4032,0
77494,Katy,TX,29.760833,-95.81104,"29.760833,-95.81104",7153,0
66202,Shawnee Mission,KS,39.023105,-94.66658,"39.023105,-94.66658",5655,0
48315,Utica,MI,42.662902,-82.99392,"42.662902,-82.99392",6422,0
56201,Willmar,MN,45.118846,-95.04504,"45.118846,-95.04504",5781,0
55109,Saint Paul,MN,45.010632,-93.01845,"45.010632,-93.01845",6341,0
28546,Jacksonville,NC,34.781212,-77.3756,"34.781212,-77.3756",6679,0
72653,Mountain Home,AR,36.329026,-92.35781,"36.329026,-92.35781",5307,0
90606,Whittier,CA,33.978312,-118.06778,"33.978312,-118.06778",5075,0
85284,Tempe,AZ,33.338333,-111.92962,"33.338333,-111.92962",5614,0
78704,Austin,TX,30.246309,-97.76087,"30.246309,-97.76087",5622,0
98903,Yakima,WA,46.550348,-120.62097,"46.550348,-120.62097",5631,0
07430,Mahwah,NJ,41.077102,-74.16147,"41.077102,-74.16147",6056,0
30331,Atlanta,GA,33.715558,-84.52728,"33.715558,-84.52728",7384,0
21740,Hagerstown,MD,39.633946,-77.73025,"39.633946,-77.73025",6845,0
75229,Dallas,TX,32.895376,-96.85985,"32.895376,-96.85985",6716,0
44646,Massillon,OH,40.805131,-81.50101,"40.805131,-81.50101",6015,0
34135,Bonita Springs,FL,26.348523,-81.77391,"26.348523,-81.77391",5442,0
39466,Picayune,MS,30.52798,-89.66611,"30.52798,-89.66611",4186,1
08852,Monmouth Junction,NJ,40.389428,-74.54329,"40.389428,-74.54329",5919,0
89032,North Las Vegas,NV,36.224218,-115.1763,"36.224218,-115.1763",7966,0
98382,Sequim,WA,48.079979,-123.09916,"48.079979,-123.09916",5500,0
30518,Buford,GA,34.12115,-84.01804,"34.12115,-84.01804",6159,0
29072,Lexington,SC,33.991362,-81.25047,"33.991362,-81.25047",7728,0
33511,Brandon,FL,27.911201,-82.2948,"27.911201,-82.2948",5595,0
48867,Owosso,MI,42.99605,-84.17896,"42.99605,-84.17896",4247,0
28134,Pineville,NC,35.086017,-80.89034,"35.086017,-80.89034",5004,0
93552,Palmdale,CA,34.561207,-118.0375,"34.561207,-118.0375",5031,0
95212,Stockton,CA,38.038906,-121.24213,"38.038906,-121.24213",6956,0
95758,Elk Grove,CA,38.406432,-121.43673,"38.406432,-121.43673",5312,0
78738,Austin,TX,30.340111,-97.98869,"30.340111,-97.98869",7796,0
01085,Westfield,MA,42.133642,-72.75029,"42.133642,-72.75029",4747,0
29650,Greer,SC,34.911469,-82.25178,"34.911469,-82.25178",4075,0
89113,Las Vegas,NV,36.067495,-115.26039,"36.067495,-115.26039",7293,0
90056,Los Angeles,CA,33.986212,-118.37099,"33.986212,-118.37099",5064,0
45251,Cincinnati,OH,39.258124,-84.58733,"39.258124,-84.58733",5024,0
15102,Bethel Park,PA,40.324535,-80.03864,"40.324535,-80.03864",4212,0
33064,Pompano Beach,FL,26.279108,-80.11319,"26.279108,-80.11319",5133,0
12144,Rensselaer,NY,42.63738,-73.72587,"42.63738,-73.72587",6652,0
78572,Mission,TX,26.234417,-98.34205,"26.234417,-98.34205",7277,0
86429,Bullhead City,AZ,35.172854,-114.54696,"35.172854,-114.54696",5189,0
98226,Bellingham,WA,48.759079,-122.43597,"48.759079,-122.43597",6479,0
32137,Palm Coast,FL,29.581682999999998,-81.21645,"29.581683,-81.21645",4573,0
16803,State College,PA,40.802661,-77.89936,"40.802661,-77.89936",4103,0
92557,Moreno Valley,CA,33.957957,-117.24833,"33.957957,-117.24833",5970,0
40219,Louisville,KY,38.141638,-85.68218,"38.141638,-85.68218",4580,0
34953,Port Saint Lucie,FL,27.246754,-80.38145,"27.246754,-80.38145",4494,0
01020,Chicopee,MA,42.175992,-72.57265,"42.175992,-72.57265",7020,0
11735,Farmingdale,NY,40.725968,-73.44151,"40.725968,-73.44151",7769,0
11791,Syosset,NY,40.815215,-73.50057,"40.815215,-73.50057",4887,0
76028,Burleson,TX,32.535841,-97.30681,"32.535841,-97.30681",5156,0
08857,Old Bridge,NJ,40.397507,-74.3298,"40.397507,-74.3298",6665,0
77833,Brenham,TX,30.183651,-96.40258,"30.183651,-96.40258",6596,1
92057,Oceanside,CA,33.240926,-117.29851,"33.240926,-117.29851",4336,0
18020,Bethlehem,PA,40.656498,-75.32938,"40.656498,-75.32938",6514,0
67209,Wichita,KS,37.67129,-97.4372,"37.67129,-97.4372",4165,0
85226,Chandler,AZ,33.312208,-111.93177,"33.312208,-111.93177",4734,0
64118,Kansas City,MO,39.213082,-94.57248,"39.213082,-94.57248",4373,0
75056,The Colony,TX,33.081421,-96.88957,"33.081421,-96.88957",5518,0
89145,Las Vegas,NV,36.167731,-115.26791,"36.167731,-115.26791",7363,0
93274,Tulare,CA,36.201451,-119.34994,"36.201451,-119.34994",5968,0
64801,Joplin,MO,37.09416,-94.50169,"37.09416,-94.50169",5664,0
94928,Rohnert Park,CA,38.347174,-122.69537,"38.347174,-122.69537",5585,0
55344,Eden Prairie,MN,44.867013,-93.42557,"44.867013,-93.42557",7257,0
02816,Coventry,RI,41.69105,-71.57462,"41.69105,-71.57462",4265,0
68516,Lincoln,NE,40.749224,-96.64566,"40.749224,-96.64566",6098,0
63139,Saint Louis,MO,38.610901,-90.29174,"38.610901,-90.29174",6785,0
75067,Lewisville,TX,33.020118,-97.00771,"33.020118,-97.00771",5200,0
71301,Alexandria,LA,31.294532,-92.46015,"31.294532,-92.46015",4524,0
20147,Ashburn,VA,39.041978,-77.49064,"39.041978,-77.49064",7782,0
95832,Sacramento,CA,38.464667,-121.49643,"38.464667,-121.49643",7708,0
89117,Las Vegas,NV,36.140974,-115.28205,"36.140974,-115.28205",6547,1
08807,Bridgewater,NJ,40.588097,-74.62253,"40.588097,-74.62253",5956,0
74820,Ada,OK,34.780243,-96.68761,"34.780243,-96.68761",5123,0
75040,Garland,TX,32.920574,-96.62639,"32.920574,-96.62639",4358,0
53186,Waukesha,WI,43.015289,-88.20924,"43.015289,-88.20924",5060,0
53406,Racine,WI,42.730807,-87.85827,"42.730807,-87.85827",7358,0
55416,Minneapolis,MN,44.946664,-93.34215,"44.946664,-93.34215",5650,0
30223,Griffin,GA,33.268185,-84.27306,"33.268185,-84.27306",7219,0
52722,Bettendorf,IA,41.551883,-90.48975,"41.551883,-90.48975",7494,1
08850,Milltown,NJ,40.451105,-74.43938,"40.451105,-74.43938",4428,0
44484,Warren,OH,41.226957,-80.76475,"41.226957,-80.76475",4035,0
35244,Birmingham,AL,33.356981,-86.81577,"33.356981,-86.81577",4782,0
07095,Woodbridge,NJ,40.557104,-74.28316,"40.557104,-74.28316",6077,0
07457,Riverdale,NJ,40.990032,-74.31023,"40.990032,-74.31023",4060,0
19335,Downingtown,PA,40.02342,-75.71389,"40.02342,-75.71389",5016,0
76011,Arlington,TX,32.753672,-97.08706,"32.753672,-97.08706",7409,0
91204,Glendale,CA,34.135259,-118.25948,"34.135259,-118.25948",6883,0
30189,Woodstock,GA,34.117565,-84.57176,"34.117565,-84.57176",5821,0
25504,Barboursville,WV,38.391209,-82.28563,"38.391209,-82.28563",4155,1
85308,Glendale,AZ,33.657722,-112.17825,"33.657722,-112.17825",7203,0
90638,La Mirada,CA,33.90213,-118.00966,"33.90213,-118.00966",5057,0
08701,Lakewood,NJ,40.082782,-74.2094,"40.082782,-74.2094",7829,0
34994,Stuart,FL,27.195291,-80.25225,"27.195291,-80.25225",4435,0
14564,Victor,NY,42.980323,-77.42022,"42.980323,-77.42022",7958,0
60435,Joliet,IL,41.54338,-88.11963,"41.54338,-88.11963",5435,0
27262,High Point,NC,35.964586,-80.02239,"35.964586,-80.02239",7300,0
55901,Rochester,MN,44.048931,-92.49459,"44.048931,-92.49459",4056,0
29680,Simpsonville,SC,34.709869,-82.28385,"34.709869,-82.28385",6325,0
11205,Brooklyn,NY,40.694214,-73.96529,"40.694214,-73.96529",4679,0
90505,Torrance,CA,33.810848,-118.35096,"33.810848,-118.35096",7818,0
78258,San Antonio,TX,29.649797,-98.50406,"29.649797,-98.50406",7402,0
76108,Fort Worth,TX,32.762563,-97.48079,"32.762563,-97.48079",6589,0
95336,Manteca,CA,37.812815,-121.21416,"37.812815,-121.21416",6289,0
77065,Houston,TX,29.927675,-95.60547,"29.927675,-95.60547",6973,0
80401,Golden,CO,39.735745,-105.19337,"39.735745,-105.19337",4957,0
95008,Campbell,CA,37.278843,-121.95446,"37.278843,-121.95446",5594,0
92692,Mission Viejo,CA,33.615462,-117.64093,"33.615462,-117.64093",5816,0
19055,Levittown,PA,40.149009,-74.83617,"40.149009,-74.83617",4114,0
11214,Brooklyn,NY,40.598994,-73.99611,"40.598994,-73.99611",7344,0
22044,Falls Church,VA,38.859645,-77.15328,"38.859645,-77.15328",6496,0
20165,Sterling,VA,39.044855,-77.38701,"39.044855,-77.38701",7940,0
95341,Merced,CA,37.186872,-120.650351,"37.186872,-120.650351",6018,0
63303,Saint Charles,MO,38.762715,-90.53903,"38.762715,-90.53903",6683,0
33573,Sun City Center,FL,27.713353,-82.35965,"27.713353,-82.35965",6061,0
08201,Absecon,NJ,39.457517,-74.50914,"39.457517,-74.50914",4769,0
30106,Austell,GA,33.828061,-84.62593,"33.828061,-84.62593",7835,0
40241,Louisville,KY,38.305636,-85.58424,"38.305636,-85.58424",4258,0
83301,Twin Falls,ID,42.530288,-114.47509,"42.530288,-114.47509",5858,0
33157,Miami,FL,25.606583,-80.34859,"25.606583,-80.34859",6195,0
93036,Oxnard,CA,34.22942,-119.178814,"34.22942,-119.178814",6548,0
78130,New Braunfels,TX,29.699844,-98.10754,"29.699844,-98.10754",7834,0
21001,Aberdeen,MD,39.508177,-76.18066,"39.508177,-76.18066",5484,0
75146,Lancaster,TX,32.590063,-96.75892,"32.590063,-96.75892",7742,0
85283,Tempe,AZ,33.365951,-111.93155,"33.365951,-111.93155",5575,0
99801,Juneau,AK,58.358599,-134.54749,"58.358599,-134.54749",7541,0
33771,Largo,FL,27.906088,-82.7553,"27.906088,-82.7553",5613,0
92064,Poway,CA,32.973645,-117.03701,"32.973645,-117.03701",6993,0
04841,Rockland,ME,44.108735,-69.11366,"44.108735,-69.11366",5306,0
77385,Conroe,TX,30.18771,-95.43893,"30.18771,-95.43893",4371,0
98290,Snohomish,WA,47.930902,-122.03976,"47.930902,-122.03976",5164,0
68116,Omaha,NE,41.294069,-96.15352,"41.294069,-96.15352",7313,1
37075,Hendersonville,TN,36.311047,-86.61173,"36.311047,-86.61173",4960,0
38019,Covington,TN,35.560622,-89.64201,"35.560622,-89.64201",6305,0
60620,Chicago,IL,41.740483,-87.65282,"41.740483,-87.65282",7492,0
07840,Hackettstown,NJ,40.861748,-74.83054,"40.861748,-74.83054",7850,0
60026,Glenview Nas,IL,41.811929,-87.68732,"41.811929,-87.68732",7946,0
66762,Pittsburg,KS,37.408511,-94.70414,"37.408511,-94.70414",6336,0
57106,Sioux Falls,SD,43.514392,-96.80375,"43.514392,-96.80375",5534,1
78154,Schertz,TX,29.577359,-98.2787,"29.577359,-98.2787",7356,0
97220,Portland,OR,45.546205,-122.56027,"45.546205,-122.56027",6746,0
91740,Glendora,CA,34.119245,-117.8548,"34.119245,-117.8548",6754,0
94608,Emeryville,CA,37.834724,-122.28316,"37.834724,-122.28316",6780,0
53212,Milwaukee,WI,43.072062,-87.9103,"43.072062,-87.9103",5089,0
07728,Freehold,NJ,40.241036,-74.27629,"40.241036,-74.27629",5229,0
30577,Toccoa,GA,34.561584,-83.31718,"34.561584,-83.31718",6387,0
30680,Winder,GA,33.992538,-83.71061,"33.992538,-83.71061",6607,0
32958,Sebastian,FL,27.78783,-80.48266,"27.78783,-80.48266",6641,0
93313,Bakersfield,CA,35.19766,-119.05698,"35.19766,-119.05698",4420,0
42301,Owensboro,KY,37.753347,-87.17419,"37.753347,-87.17419",7271,0
44460,Salem,OH,40.898658,-80.86094,"40.898658,-80.86094",5333,0
56425,Baxter,MN,46.347175,-94.27017,"46.347175,-94.27017",5734,0
92120,San Diego,CA,32.794449,-117.07221,"32.794449,-117.07221",4649,0
38115,Memphis,TN,35.057311,-89.86291,"35.057311,-89.86291",7599,0
33068,Pompano Beach,FL,26.21606,-80.21776,"26.21606,-80.21776",6834,0
48188,Canton,MI,42.289354,-83.47401,"42.289354,-83.47401",5181,0
03301,Concord,NH,43.213705,-71.53774,"43.213705,-71.53774",4693,0
48225,Harper Woods,MI,42.438186,-82.9283,"42.438186,-82.9283",7004,0
75455,Mount Pleasant,TX,33.166739,-94.9814,"33.166739,-94.9814",4554,0
01923,Danvers,MA,42.569756,-70.94322,"42.569756,-70.94322",6514,0
